MGI Gene ID	Gene Symbol	Gene Name	MGI Assay ID	Assay Type	Age	Theiler Stage	Structure	Detected	TPM Level (RNA-Seq)	Biological Replicates (RNA-Seq)	Images	Mutant Allele(s)	Strain	Sex	Notes (RNA-Seq)	TPM (avg_quantile normalization)	MGI Reference ID	PubMed ID	Citation
MGI:6096131	Gm47283	"predicted gene, 47283"	E-MTAB-2801	RNA-Seq	P adult	28	spleen	Yes	Low	1			C57BL/6	Male	"sample obtained from inner edge of spleen, avoiding blood vessels"	3	E-MTAB-2801		Strand-specific RNA-seq of nine mouse tissues
MGI:6096131	Gm47283	"predicted gene, 47283"	E-MTAB-599	RNA-Seq	P adult	28	spleen	Yes	Low	6			(DBA/2J x C57BL/6J)F1			4	E-MTAB-599		"RNA-seq of mouse DBA/2J x C57BL/6J heart, hippocampus, liver, lung, spleen and thymus"
MGI:6096131	Gm47283	"predicted gene, 47283"	E-GEOD-74747	RNA-Seq	P w 8	28	spleen	Yes	Low	1			C57BL/6	Male		9	E-GEOD-74747		RNA-seq of 9 tissues from an adult male C57BL/6 mouse
MGI:6096131	Gm47283	"predicted gene, 47283"	E-GEOD-68155	RNA-Seq	P w 12	28	spleen	Yes	Low	10			C57BL/6			10	E-GEOD-68155		Transcription profiling by high throughput sequencing of spleens of GPR34 knockout and wild type mice
MGI:6096131	Gm47283	"predicted gene, 47283"	E-GEOD-60243	RNA-Seq	P w 12-14	28	spleen	Yes	Low	8			involves: 129P2/OlaHsd * 129S2/SvPas * C57BL/6NTac	Male		2	E-GEOD-60243		Transcription profiling by high throughput sequencing of douple (TNFR1-/-/TNFR2-/-) and triple (Zfp36-/-/TNFR1-/-/TNFR2-/-) knockout mouse spleens
MGI:6096131	Gm47283	"predicted gene, 47283"	E-MTAB-4035	RNA-Seq	P w 16	28	spleen	Yes	Low	9			C57BL/6N	Male		7	E-MTAB-4035		"RNAseq of coding RNA in the liver, spleen, kidney, abdominal muscle and gonadal adipose tissue of knock out mice and wild type controls"
MGI:99780	Kdm5d	lysine (K)-specific demethylase 5D	E-MTAB-2801	RNA-Seq	P adult	28	spleen	Yes	Medium	1			DBA/2J	Male	"sample obtained from inner edge of spleen, avoiding blood vessels"	16	E-MTAB-2801		Strand-specific RNA-seq of nine mouse tissues
MGI:99780	Kdm5d	lysine (K)-specific demethylase 5D	E-MTAB-2801	RNA-Seq	P adult	28	spleen	Yes	Medium	1			CD-1	Male	"sample obtained from inner edge of spleen, avoiding blood vessels"	15	E-MTAB-2801		Strand-specific RNA-seq of nine mouse tissues
MGI:99780	Kdm5d	lysine (K)-specific demethylase 5D	E-MTAB-2801	RNA-Seq	P adult	28	spleen	Yes	Medium	1			C57BL/6	Male	"sample obtained from inner edge of spleen, avoiding blood vessels"	19	E-MTAB-2801		Strand-specific RNA-seq of nine mouse tissues
MGI:99780	Kdm5d	lysine (K)-specific demethylase 5D	E-GEOD-74747	RNA-Seq	P w 8	28	spleen	Yes	Medium	1			C57BL/6	Male		13	E-GEOD-74747		RNA-seq of 9 tissues from an adult male C57BL/6 mouse
MGI:99780	Kdm5d	lysine (K)-specific demethylase 5D	E-GEOD-60243	RNA-Seq	P w 12-14	28	spleen	Yes	Medium	8			involves: 129P2/OlaHsd * 129S2/SvPas * C57BL/6NTac	Male		34	E-GEOD-60243		Transcription profiling by high throughput sequencing of douple (TNFR1-/-/TNFR2-/-) and triple (Zfp36-/-/TNFR1-/-/TNFR2-/-) knockout mouse spleens
MGI:99780	Kdm5d	lysine (K)-specific demethylase 5D	E-MTAB-4035	RNA-Seq	P w 16	28	spleen	Yes	Medium	9			C57BL/6N	Male		15	E-MTAB-4035		"RNAseq of coding RNA in the liver, spleen, kidney, abdominal muscle and gonadal adipose tissue of knock out mice and wild type controls"
MGI:5780070	Mid1-ps1	"midline 1, pseudogene 1"	E-MTAB-599	RNA-Seq	P adult	28	spleen	Yes	Low	6			(DBA/2J x C57BL/6J)F1			0.8	E-MTAB-599		"RNA-seq of mouse DBA/2J x C57BL/6J heart, hippocampus, liver, lung, spleen and thymus"
MGI:5780070	Mid1-ps1	"midline 1, pseudogene 1"	E-GEOD-60243	RNA-Seq	P w 12-14	28	spleen	Yes	Low	8			involves: 129P2/OlaHsd * 129S2/SvPas * C57BL/6NTac	Male		0.8	E-GEOD-60243		Transcription profiling by high throughput sequencing of douple (TNFR1-/-/TNFR2-/-) and triple (Zfp36-/-/TNFR1-/-/TNFR2-/-) knockout mouse spleens
MGI:5780070	Mid1-ps1	"midline 1, pseudogene 1"	E-MTAB-4035	RNA-Seq	P w 16	28	spleen	Yes	Low	9			C57BL/6N	Male		0.5	E-MTAB-4035		"RNAseq of coding RNA in the liver, spleen, kidney, abdominal muscle and gonadal adipose tissue of knock out mice and wild type controls"
MGI:894810	Uty	"ubiquitously transcribed tetratricopeptide repeat containing, Y-linked"	E-MTAB-2801	RNA-Seq	P adult	28	spleen	Yes	Medium	1			DBA/2J	Male	"sample obtained from inner edge of spleen, avoiding blood vessels"	12	E-MTAB-2801		Strand-specific RNA-seq of nine mouse tissues
MGI:894810	Uty	"ubiquitously transcribed tetratricopeptide repeat containing, Y-linked"	E-MTAB-2801	RNA-Seq	P adult	28	spleen	Yes	Low	1			CD-1	Male	"sample obtained from inner edge of spleen, avoiding blood vessels"	10	E-MTAB-2801		Strand-specific RNA-seq of nine mouse tissues
MGI:894810	Uty	"ubiquitously transcribed tetratricopeptide repeat containing, Y-linked"	E-MTAB-2801	RNA-Seq	P adult	28	spleen	Yes	Low	1			C57BL/6	Male	"sample obtained from inner edge of spleen, avoiding blood vessels"	9	E-MTAB-2801		Strand-specific RNA-seq of nine mouse tissues
MGI:894810	Uty	"ubiquitously transcribed tetratricopeptide repeat containing, Y-linked"	E-GEOD-74747	RNA-Seq	P w 8	28	spleen	Yes	Low	1			C57BL/6	Male		10	E-GEOD-74747		RNA-seq of 9 tissues from an adult male C57BL/6 mouse
MGI:894810	Uty	"ubiquitously transcribed tetratricopeptide repeat containing, Y-linked"	E-GEOD-60243	RNA-Seq	P w 12-14	28	spleen	Yes	Medium	8			involves: 129P2/OlaHsd * 129S2/SvPas * C57BL/6NTac	Male		29	E-GEOD-60243		Transcription profiling by high throughput sequencing of douple (TNFR1-/-/TNFR2-/-) and triple (Zfp36-/-/TNFR1-/-/TNFR2-/-) knockout mouse spleens
MGI:894810	Uty	"ubiquitously transcribed tetratricopeptide repeat containing, Y-linked"	E-MTAB-4035	RNA-Seq	P w 16	28	spleen	Yes	Low	9			C57BL/6N	Male		9	E-MTAB-4035		"RNAseq of coding RNA in the liver, spleen, kidney, abdominal muscle and gonadal adipose tissue of knock out mice and wild type controls"
